geoId	 Municipal	 Department	 popMen	 popWomen	 popTotal	 popDensity	 geometry	 totalHomicides	 homicideRate
306	 LA LIBERTAD	 COMAYAGUA	 11280	 11048	 22327	 55.0632	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.562124, 14.863734], [-87.557109, 14.871788], [-87.557747, 14.886312], [-87.606953, 14.941174], [-87.644316, 14.927245], [-87.649724, 14.917637], [-87.68797, 14.925403], [-87.699349, 14.961909], [-87.694591, 14.967844], [-87.725069, 14.981805], [-87.726215, 14.976825], [-87.734336, 14.975939], [-87.738102, 14.986209], [-87.743079, 14.987374], [-87.740445, 15.013187], [-87.73284, 15.00978], [-87.710497, 15.013977], [-87.702632, 15.011381], [-87.695239, 15.017497], [-87.689613, 15.013213], [-87.67441, 15.018264], [-87.671559, 15.023724], [-87.651911, 15.01737], [-87.639284, 15.022157], [-87.622377, 15.007171], [-87.610841, 15.02046], [-87.597533, 15.021662], [-87.592292, 14.990983], [-87.577604, 14.961044], [-87.559935, 14.9491], [-87.561329, 14.944857], [-87.553182, 14.932541], [-87.557452, 14.917271], [-87.507758, 14.87891], [-87.494587, 14.833016], [-87.506229, 14.830879], [-87.516891, 14.771743], [-87.515028, 14.749153], [-87.543937, 14.727744], [-87.555763, 14.729274], [-87.560846, 14.723957], [-87.585695, 14.722467], [-87.633734, 14.7314], [-87.638321, 14.742037], [-87.634187, 14.752805], [-87.628059, 14.755777], [-87.628008, 14.775306], [-87.601805, 14.798894], [-87.601714, 14.822418], [-87.562553, 14.820858], [-87.554726, 14.828882], [-87.557941, 14.841508], [-87.570253, 14.850679], [-87.562124, 14.863734]]]}}	 6	 26.9	 
307	 LAMANI	 COMAYAGUA	 3451	 3548	 6999	 16.1479	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.593587, 14.246065], [-87.56784, 14.246911], [-87.558856, 14.222837], [-87.536865, 14.209912], [-87.525711, 14.21242], [-87.519532, 14.207111], [-87.503603, 14.211086], [-87.491172, 14.201949], [-87.477796, 14.203154], [-87.48685, 14.198376], [-87.497938, 14.180989], [-87.497541, 14.174278], [-87.490727, 14.170445], [-87.541916, 14.13387], [-87.580137, 14.144078], [-87.617438, 14.106748], [-87.615098, 14.087113], [-87.652106, 14.085313], [-87.661373, 14.070886], [-87.688912, 14.047401], [-87.692767, 14.066253], [-87.686535, 14.080989], [-87.697569, 14.104263], [-87.714361, 14.094542], [-87.737868, 14.130859], [-87.785798, 14.138087], [-87.785208, 14.153144], [-87.768362, 14.163414], [-87.767282, 14.168417], [-87.755319, 14.171281], [-87.751745, 14.178965], [-87.735072, 14.183105], [-87.738181, 14.185622], [-87.709953, 14.179974], [-87.68034, 14.195361], [-87.661228, 14.2145], [-87.590101, 14.228053], [-87.588594, 14.235018], [-87.593587, 14.246065]]]}}	 1	 14.3	 
309	 LEJAMANI	 COMAYAGUA	 2769	 2901	 5669	 178.86	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.650613, 14.38986], [-87.649186, 14.376478], [-87.701309, 14.346504], [-87.71298, 14.356226], [-87.741891, 14.363905], [-87.73273, 14.372708], [-87.705047, 14.374691], [-87.688261, 14.388028], [-87.660286, 14.384914], [-87.650613, 14.38986]]]}}	 1	 17.6	 
310	 MEAMBAR	 COMAYAGUA	 6697	 6238	 12935	 24.1842	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.840896, 14.749629], [-87.869311, 14.771254], [-87.880585, 14.798687], [-87.880694, 14.837837], [-87.888737, 14.848284], [-87.901863, 14.851368], [-87.883077, 14.860966], [-87.875788, 14.875825], [-87.856506, 14.887303], [-87.857226, 14.893918], [-87.850149, 14.902969], [-87.828452, 14.904937], [-87.826618, 14.910334], [-87.81793, 14.910822], [-87.814255, 14.916642], [-87.810107, 14.913422], [-87.801424, 14.919355], [-87.798176, 14.931075], [-87.783631, 14.927806], [-87.784887, 14.937896], [-87.778189, 14.944095], [-87.74889, 14.951869], [-87.734336, 14.975939], [-87.725891, 14.977118], [-87.727134, 14.98174], [-87.704425, 14.974825], [-87.700485, 14.968294], [-87.694539, 14.967717], [-87.699382, 14.962191], [-87.68794, 14.926164], [-87.691906, 14.917314], [-87.689015, 14.906734], [-87.707628, 14.895594], [-87.703723, 14.87844], [-87.719276, 14.854666], [-87.703418, 14.840241], [-87.694647, 14.845308], [-87.686124, 14.839558], [-87.690059, 14.83443], [-87.685488, 14.830727], [-87.686467, 14.814692], [-87.682416, 14.809372], [-87.686946, 14.794293], [-87.707474, 14.793206], [-87.71416, 14.774619], [-87.727066, 14.756353], [-87.755897, 14.744267], [-87.750188, 14.724025], [-87.753353, 14.705713], [-87.778406, 14.710448], [-87.782418, 14.718204], [-87.817418, 14.731756], [-87.840896, 14.749629]]]}}	 14	 108.2	 
311	 MINAS DE ORO	 COMAYAGUA	 6729	 6341	 13070	 26.9354	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.462356, 14.951867], [-87.464087, 14.945133], [-87.451685, 14.936282], [-87.458315, 14.928493], [-87.452999, 14.926062], [-87.455521, 14.91614], [-87.44993, 14.909463], [-87.432802, 14.910663], [-87.424803, 14.90482], [-87.411644, 14.912202], [-87.388675, 14.911599], [-87.382967, 14.902846], [-87.38488, 14.892872], [-87.378548, 14.886681], [-87.380612, 14.88287], [-87.367057, 14.874952], [-87.363865, 14.866408], [-87.310467, 14.804297], [-87.288561, 14.758685], [-87.268042, 14.751017], [-87.261922, 14.752454], [-87.26387, 14.756873], [-87.249223, 14.756197], [-87.249538, 14.743607], [-87.255583, 14.735373], [-87.266861, 14.735064], [-87.317435, 14.750862], [-87.353802, 14.778431], [-87.439582, 14.801812], [-87.494587, 14.833016], [-87.507758, 14.87891], [-87.557438, 14.917252], [-87.552846, 14.93089], [-87.561329, 14.944857], [-87.559895, 14.949036], [-87.57734, 14.960662], [-87.591109, 14.988227], [-87.597533, 15.021662], [-87.58294, 15.027301], [-87.590391, 15.037567], [-87.573121, 15.038082], [-87.562473, 15.051594], [-87.544096, 15.056874], [-87.532455, 15.046143], [-87.517939, 15.041456], [-87.502287, 15.016098], [-87.506436, 15.012264], [-87.503257, 14.992555], [-87.495799, 14.989704], [-87.496578, 14.983281], [-87.485514, 14.976709], [-87.473254, 14.977921], [-87.477138, 14.969761], [-87.462593, 14.971141], [-87.462356, 14.951867]]]}}	 4	 30.6	 
312	 OJOS DE AGUA	 COMAYAGUA	 15497	 15077	 30574	 48.8742	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.616951, 14.785674], [-87.628008, 14.775306], [-87.628059, 14.755777], [-87.634187, 14.752805], [-87.638317, 14.742062], [-87.634892, 14.734042], [-87.64733, 14.727198], [-87.654309, 14.73688], [-87.666059, 14.740509], [-87.751321, 14.728145], [-87.755897, 14.744267], [-87.72737, 14.756073], [-87.714136, 14.774666], [-87.708912, 14.791814], [-87.686946, 14.794293], [-87.682779, 14.806684], [-87.686511, 14.815038], [-87.685423, 14.830491], [-87.690064, 14.834469], [-87.686399, 14.839981], [-87.694786, 14.845311], [-87.703418, 14.840241], [-87.719052, 14.853602], [-87.706457, 14.875297], [-87.68511, 14.857958], [-87.644575, 14.868697], [-87.562124, 14.863734], [-87.570253, 14.850679], [-87.557941, 14.841508], [-87.554726, 14.828882], [-87.562553, 14.820858], [-87.601714, 14.822418], [-87.601805, 14.798894], [-87.616951, 14.785674]]]}}	 2	 6.5	 
313	 SAN JERONIMO	 COMAYAGUA	 10526	 11038	 21564	 64.1809	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.556082, 14.728687], [-87.532086, 14.726473], [-87.532899, 14.719723], [-87.516693, 14.701094], [-87.52091, 14.686576], [-87.516628, 14.673115], [-87.481221, 14.657609], [-87.481614, 14.645117], [-87.490446, 14.638138], [-87.481766, 14.625195], [-87.470577, 14.619309], [-87.474148, 14.599891], [-87.505926, 14.566015], [-87.548286, 14.571897], [-87.565459, 14.567155], [-87.579622, 14.585401], [-87.598239, 14.573601], [-87.613448, 14.572649], [-87.63, 14.578091], [-87.626702, 14.586792], [-87.63155, 14.596642], [-87.626191, 14.607793], [-87.627994, 14.617263], [-87.620919, 14.627612], [-87.636688, 14.640332], [-87.635198, 14.645087], [-87.626813, 14.647318], [-87.632403, 14.652516], [-87.632591, 14.663329], [-87.623736, 14.668446], [-87.629493, 14.675699], [-87.621878, 14.681668], [-87.620589, 14.692214], [-87.600605, 14.700239], [-87.600498, 14.72424], [-87.572901, 14.72238], [-87.560524, 14.724016], [-87.556082, 14.728687]]]}}	 8	 37.1	 
314	 SAN JOSE DE COMAYAGUA	 COMAYAGUA	 3525	 3346	 6871	 75.3978	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-88.076435, 14.662828], [-88.056992, 14.681846], [-88.074509, 14.709452], [-88.087586, 14.712785], [-88.086412, 14.717768], [-88.051325, 14.75829], [-88.030024, 14.765982], [-88.012238, 14.763661], [-88.001353, 14.749208], [-88.00286, 14.735503], [-87.995972, 14.712818], [-88.020545, 14.710681], [-88.031447, 14.702246], [-88.026769, 14.692349], [-88.028398, 14.683519], [-88.022454, 14.677856], [-88.021938, 14.634612], [-88.04107, 14.640893], [-88.060201, 14.637657], [-88.067595, 14.654682], [-88.076435, 14.662828]]]}}	 3	 43.7	 
315	 SAN JOSE DEL POTRERO	 COMAYAGUA	 3101	 3088	 6188	 26.7106	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.285216, 14.925908], [-87.274071, 14.925208], [-87.267335, 14.909651], [-87.253022, 14.898271], [-87.217728, 14.883893], [-87.217086, 14.877661], [-87.223066, 14.870716], [-87.216495, 14.870035], [-87.209159, 14.858337], [-87.214599, 14.845043], [-87.245076, 14.84616], [-87.262671, 14.828199], [-87.2662, 14.811908], [-87.260393, 14.809169], [-87.259278, 14.797984], [-87.25093, 14.787707], [-87.253783, 14.768019], [-87.24931, 14.764815], [-87.249579, 14.756454], [-87.26387, 14.756873], [-87.261922, 14.752454], [-87.267784, 14.751015], [-87.288561, 14.758685], [-87.310467, 14.804297], [-87.363865, 14.866408], [-87.367057, 14.874952], [-87.380612, 14.88287], [-87.378548, 14.886681], [-87.38488, 14.892872], [-87.382959, 14.902817], [-87.388472, 14.911364], [-87.402372, 14.911368], [-87.375282, 14.939113], [-87.357584, 14.940625], [-87.344261, 14.930938], [-87.333963, 14.929202], [-87.325696, 14.931116], [-87.318407, 14.927509], [-87.314435, 14.931621], [-87.298819, 14.913768], [-87.285216, 14.925908]]]}}	 3	 48.5	 
316	 SAN LUIS	 COMAYAGUA	 4822	 4853	 9675	 58.5607	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.51513, 14.756406], [-87.516891, 14.771743], [-87.506229, 14.830879], [-87.494587, 14.833016], [-87.439582, 14.801812], [-87.365654, 14.782177], [-87.389937, 14.750116], [-87.389256, 14.744135], [-87.418257, 14.723487], [-87.424914, 14.725351], [-87.433777, 14.719377], [-87.445399, 14.725947], [-87.496635, 14.730907], [-87.51513, 14.756406]]]}}	 15	 155.0	 
317	 SAN SEBASTIAN	 COMAYAGUA	 1678	 1845	 3523	 27.8961	 {u'type': u'GeometryCollection', u'geometries': [{u'type': u'Polygon', u'coordinates': [[[-87.649646, 14.262601], [-87.638015, 14.2689], [-87.615483, 14.267836], [-87.597344, 14.258284], [-87.588759, 14.23582], [-87.590101, 14.228053], [-87.661228, 14.2145], [-87.681263, 14.19486], [-87.687168, 14.226899], [-87.680785, 14.229271], [-87.681386, 14.234343], [-87.677175, 14.233199], [-87.665834, 14.252314], [-87.658423, 14.244555], [-87.658073, 14.249379], [-87.647699, 14.252022], [-87.65302, 14.259988], [-87.649646, 14.262601]]]}, {u'type': u'Polygon', u'coordinates': [[[-87.821379, 14.232736], [-87.81766, 14.234592], [-87.816278, 14.229016], [-87.781081, 14.243631], [-87.775903, 14.235102], [-87.764361, 14.235121], [-87.76344, 14.228515], [-87.731676, 14.218048], [-87.728805, 14.212842], [-87.73929, 14.20642], [-87.738813, 14.186736], [-87.735047, 14.183136], [-87.751745, 14.178965], [-87.755283, 14.171312], [-87.767282, 14.168417], [-87.768618, 14.163226], [-87.787939, 14.190197], [-87.82535, 14.200431], [-87.825879, 14.213145], [-87.833489, 14.223059], [-87.821379, 14.232736]]]}]}	 1	 28.4	 
318	 SIGUATEPEQUE	 COMAYAGUA	 45773	 49634	 95407	 153.385	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.948659, 14.651282], [-87.919029, 14.650738], [-87.899445, 14.672203], [-87.90083, 14.728545], [-87.923756, 14.743442], [-87.928887, 14.754849], [-87.881333, 14.809291], [-87.869311, 14.771254], [-87.817418, 14.731756], [-87.778935, 14.714078], [-87.776884, 14.705619], [-87.78198, 14.698294], [-87.78211, 14.687419], [-87.788368, 14.682368], [-87.788485, 14.675556], [-87.796582, 14.673612], [-87.792751, 14.648281], [-87.802083, 14.628908], [-87.783432, 14.59064], [-87.788356, 14.58221], [-87.782654, 14.568235], [-87.789647, 14.571657], [-87.80152, 14.567169], [-87.804315, 14.572423], [-87.834051, 14.576072], [-87.836186, 14.558052], [-87.832568, 14.541422], [-87.851928, 14.542962], [-87.871515, 14.532138], [-87.867595, 14.528948], [-87.867557, 14.515542], [-87.897432, 14.4979], [-87.902647, 14.501196], [-87.904211, 14.510331], [-87.899725, 14.520414], [-87.901829, 14.528876], [-87.910221, 14.535461], [-87.942946, 14.543352], [-87.952842, 14.569865], [-87.95149, 14.582096], [-87.965722, 14.600649], [-87.964208, 14.612285], [-87.979163, 14.618045], [-87.988331, 14.614224], [-87.997527, 14.625993], [-88.021938, 14.634612], [-88.02159, 14.652562], [-87.948659, 14.651282]]]}}	 78	 81.8	 
319	 VILLA DE SAN ANTONIO	 COMAYAGUA	 11750	 12936	 24687	 48.9741	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.541376, 14.378783], [-87.523821, 14.389886], [-87.490327, 14.384561], [-87.493988, 14.371289], [-87.489983, 14.363716], [-87.479501, 14.367762], [-87.462408, 14.357094], [-87.448248, 14.362226], [-87.438903, 14.371768], [-87.433896, 14.371052], [-87.432762, 14.377535], [-87.391262, 14.375631], [-87.404629, 14.343787], [-87.430795, 14.339426], [-87.436978, 14.334756], [-87.451814, 14.338436], [-87.464295, 14.335049], [-87.467797, 14.329722], [-87.461369, 14.264885], [-87.429504, 14.242702], [-87.424829, 14.224475], [-87.432803, 14.214501], [-87.472244, 14.211325], [-87.477796, 14.203154], [-87.491172, 14.201949], [-87.503471, 14.211067], [-87.519532, 14.207111], [-87.525711, 14.21242], [-87.536789, 14.209887], [-87.558856, 14.222837], [-87.56784, 14.246911], [-87.593587, 14.246065], [-87.597344, 14.258284], [-87.611385, 14.266286], [-87.63799, 14.268899], [-87.640695, 14.279033], [-87.633353, 14.277079], [-87.628812, 14.286839], [-87.624922, 14.286189], [-87.62645, 14.297208], [-87.634776, 14.304271], [-87.625914, 14.314298], [-87.63663, 14.317395], [-87.640079, 14.332479], [-87.63391, 14.341519], [-87.640219, 14.345759], [-87.63954, 14.355573], [-87.647057, 14.361471], [-87.647282, 14.366721], [-87.644883, 14.362774], [-87.61295, 14.376099], [-87.582676, 14.374874], [-87.557191, 14.383991], [-87.544123, 14.384574], [-87.541376, 14.378783]]]}}	 16	 64.8	 
320	 LAS LAJAS	 COMAYAGUA	 3663	 3694	 7356	 89.8109	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.68797, 14.925403], [-87.649724, 14.917637], [-87.644316, 14.927245], [-87.606953, 14.941174], [-87.557747, 14.886312], [-87.557109, 14.871788], [-87.562124, 14.863734], [-87.644575, 14.868697], [-87.686734, 14.858239], [-87.706457, 14.875297], [-87.703236, 14.885008], [-87.707934, 14.894271], [-87.689569, 14.905065], [-87.691899, 14.917413], [-87.68797, 14.925403]]]}}	 7	 95.2	 
321	 TAULABE	 COMAYAGUA	 11778	 12644	 24422	 88.6087	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.882107, 14.820251], [-87.881333, 14.809291], [-87.928887, 14.754849], [-87.923756, 14.743442], [-87.90083, 14.728545], [-87.899445, 14.672203], [-87.919029, 14.650738], [-88.02159, 14.652562], [-88.022464, 14.677917], [-88.028398, 14.683519], [-88.026769, 14.692349], [-88.031424, 14.702307], [-88.020545, 14.710681], [-87.996155, 14.712388], [-87.995982, 14.717953], [-88.00286, 14.735503], [-88.001353, 14.749208], [-88.010311, 14.762026], [-88.030024, 14.765982], [-87.996425, 14.793329], [-87.984361, 14.79289], [-87.975461, 14.80328], [-87.967048, 14.800447], [-87.957651, 14.814397], [-87.901863, 14.851368], [-87.888737, 14.848284], [-87.880787, 14.838012], [-87.882107, 14.820251]]]}}	 11	 45.0	 
401	 SANTA ROSA DE COPAN	 COPN	 31530	 32564	 64094	 121.809	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-88.775388, 14.854667], [-88.760439, 14.863224], [-88.755867, 14.889051], [-88.74927, 14.889442], [-88.750032, 14.89264], [-88.759248, 14.891485], [-88.746619, 14.910701], [-88.731814, 14.895745], [-88.664742, 14.891371], [-88.641006, 14.897108], [-88.649452, 14.88508], [-88.643592, 14.867891], [-88.654121, 14.86771], [-88.656726, 14.854322], [-88.678892, 14.852287], [-88.689011, 14.858044], [-88.701224, 14.852899], [-88.710754, 14.855412], [-88.718634, 14.844515], [-88.747356, 14.83061], [-88.764022, 14.842861], [-88.774101, 14.834179], [-88.751678, 14.814303], [-88.743129, 14.789527], [-88.727163, 14.769643], [-88.707996, 14.77007], [-88.695579, 14.767119], [-88.692345, 14.762319], [-88.665829, 14.763486], [-88.65926, 14.751452], [-88.664434, 14.743422], [-88.658393, 14.740603], [-88.657886, 14.731218], [-88.652921, 14.728626], [-88.654351, 14.716276], [-88.660958, 14.721835], [-88.665136, 14.716613], [-88.668466, 14.721081], [-88.673861, 14.718723], [-88.681199, 14.722956], [-88.69281, 14.711107], [-88.704855, 14.713504], [-88.730495, 14.706836], [-88.757214, 14.715256], [-88.774303, 14.712197], [-88.800817, 14.725611], [-88.825231, 14.728579], [-88.827941, 14.73559], [-88.836329, 14.735767], [-88.839111, 14.749733], [-88.843759, 14.746663], [-88.850764, 14.75227], [-88.854466, 14.750144], [-88.853915, 14.754529], [-88.859309, 14.753853], [-88.859755, 14.757262], [-88.884747, 14.756499], [-88.892339, 14.751346], [-88.900298, 14.780742], [-88.899184, 14.806807], [-88.905938, 14.841949], [-88.917987, 14.871671], [-88.93911, 14.872013], [-88.906239, 14.880982], [-88.862099, 14.833231], [-88.864062, 14.814241], [-88.848426, 14.794277], [-88.845105, 14.801825], [-88.837844, 14.804525], [-88.825201, 14.802536], [-88.82398, 14.809526], [-88.800448, 14.827321], [-88.804236, 14.838214], [-88.801558, 14.852958], [-88.775388, 14.854667]]]}}	 16	 25.0	 
402	 CABAAS	 COPN	 6662	 6858	 13521	 76.2608	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-89.059564, 14.717158], [-89.071578, 14.718084], [-89.081667, 14.726654], [-89.098134, 14.724193], [-89.098552, 14.731195], [-89.117719, 14.753382], [-89.118114, 14.764046], [-89.1309, 14.774138], [-89.127768, 14.796871], [-89.109835, 14.834993], [-89.088059, 14.853033], [-89.072204, 14.853175], [-89.052692, 14.805838], [-89.037119, 14.804564], [-89.035873, 14.796147], [-89.020931, 14.788383], [-89.009621, 14.775316], [-89.026137, 14.756413], [-89.013237, 14.750122], [-89.014035, 14.715672], [-89.041318, 14.719777], [-89.059564, 14.717158]]]}}	 17	 125.7	 
403	 CONCEPCION	 COPN	 3936	 3693	 7629	 74.0246	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-88.846082, 14.84067], [-88.81673, 14.840046], [-88.80899, 14.823344], [-88.823996, 14.809509], [-88.825201, 14.802536], [-88.837844, 14.804525], [-88.845105, 14.801825], [-88.848398, 14.794275], [-88.853232, 14.802992], [-88.861688, 14.807521], [-88.861917, 14.832763], [-88.867498, 14.841025], [-88.906239, 14.880982], [-88.939222, 14.871983], [-88.939651, 14.887291], [-88.959844, 14.915449], [-88.94283, 14.931072], [-88.937985, 14.927088], [-88.929668, 14.934524], [-88.91379, 14.929721], [-88.908768, 14.911038], [-88.887447, 14.905953], [-88.873383, 14.907452], [-88.876565, 14.897087], [-88.859823, 14.887102], [-88.861741, 14.863187], [-88.846082, 14.84067]]]}}	 8	 104.9	 
404	 COPAN RUINAS	 COPN	 21180	 21727	 42907	 81.458	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-89.10815, 15.085977], [-89.084442, 15.094914], [-89.080504, 15.08747], [-89.084562, 15.082976], [-89.077861, 15.084528], [-89.057176, 15.075885], [-89.048044, 15.043793], [-89.031269, 15.023354], [-89.057748, 15.013282], [-89.059452, 15.00308], [-89.044753, 14.972454], [-89.048104, 14.966789], [-89.055861, 14.961752], [-89.091183, 14.962933], [-89.111606, 14.943634], [-89.125667, 14.946518], [-89.13256, 14.929515], [-89.142397, 14.922221], [-89.144908, 14.902306], [-89.140495, 14.86775], [-89.126449, 14.854818], [-89.1306, 14.848891], [-89.116766, 14.843544], [-89.109835, 14.834993], [-89.127768, 14.796871], [-89.1309, 14.774138], [-89.118114, 14.764046], [-89.117719, 14.753382], [-89.097467, 14.728212], [-89.097977, 14.722747], [-89.131472, 14.712849], [-89.165561, 14.731361], [-89.169069, 14.774908], [-89.194515, 14.79725], [-89.22386, 14.834497], [-89.228142, 14.882379], [-89.203341, 14.902101], [-89.192657, 14.901488], [-89.183893, 14.906775], [-89.179949, 14.922475], [-89.171862, 14.930772], [-89.175022, 14.94101], [-89.166698, 14.943882], [-89.163937, 14.970228], [-89.156244, 14.979707], [-89.178628, 14.993585], [-89.18441, 15.002204], [-89.169836, 15.028391], [-89.175249, 15.037021], [-89.164994, 15.040636], [-89.155335, 15.052437], [-89.154193, 15.06861], [-89.10815, 15.085977]]]}}	 14	 32.6	 
